::1 - - [07/Jul/2025:18:10:43 +0000] "GET /api/v1/search?q=this HTTP/1.1" 200 534 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [07/Jul/2025:18:10:55 +0000] "GET /api/v1/search?q=7 HTTP/1.1" 200 687 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [07/Jul/2025:18:11:25 +0000] "GET /api/v1/search?q=7 HTTP/1.1" 200 1148 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [07/Jul/2025:18:11:33 +0000] "GET /api/v1/search?q= HTTP/1.1" 400 109 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [07/Jul/2025:18:12:24 +0000] "GET /api/v1/search?q=ssss HTTP/1.1" 404 95 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [07/Jul/2025:18:13:25 +0000] "GET /api/v1/search?q=react HTTP/1.1" 200 691 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [07/Jul/2025:18:13:36 +0000] "GET /api/v1/search?q=nodejs HTTP/1.1" 200 692 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [07/Jul/2025:18:16:52 +0000] "GET /api/v1/search?q=Internal HTTP/1.1" 200 1157 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [07/Jul/2025:18:18:02 +0000] "GET /api/v1/search?q=Internal HTTP/1.1" 200 696 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::1 - - [07/Jul/2025:18:18:16 +0000] "GET /api/v1/search?q=this HTTP/1.1" 404 95 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36"
::ffff:127.0.0.1 - - [16/Jul/2025:05:06:19 +0000] "POST /api/v1/podcasts/ HTTP/1.1" 403 60 "-" "PostmanRuntime/7.44.1"
::ffff:127.0.0.1 - - [16/Jul/2025:05:06:28 +0000] "POST /api/v1/auth/login HTTP/1.1" 200 878 "-" "PostmanRuntime/7.44.1"
::ffff:127.0.0.1 - - [16/Jul/2025:05:06:44 +0000] "POST /api/v1/podcasts/ HTTP/1.1" 422 75 "-" "PostmanRuntime/7.44.1"
